,İlan Başlığı,Semt,Mahalle,Tür,Oda Sayısı,Binanın Yaşı,Binanın Kat Sayısı,Bulunduğu Kat,Brüt Metrekare,Banyo Sayısı,Wc Sayısı,Site İçerisinde,Isıtma Tipi,Fiyat
859,ESENYURT'TA  FULL DONANIMA SAHİP ŞIK TASARIMLI ULTRA LÜKS 3+1,Esenyurt, Cumhuriyet Mahallesi,Konut,3+1,0,15,6. Kat,130,1,2,0,KombiDoğalgaz,255000
860, EDONİA GARDEN EBEVEYN BANYOLU 3+1 BALKONLU SATILIK 146 M2 DAİRE,Pendik, Güllü Bağlar Mahallesi,Konut,3+1,0,9,3. Kat,146,2,2,0,KombiDoğalgaz,890000
861, ESENYURT SAADETDERE 1+1 SATILIK DAİRE RÜZGAR YAPI'DA!,Esenyurt, Saadetdere Mahallesi,Konut,1+1,1,5,2. Kat,85,1,1,0,KombiDoğalgaz,130000
862, Silivri Adapark Sitesinde 155m² 3+1 Satılık Lüks Daire,Silivri, Yeni Mahallesi,Konut,3+1,3,5,1. Kat,165,2,2,0,KombiDoğalgaz,1300000
863, BEYLIKDUZU YAKUPLU MAH. 1+1 SIFIR DAIRE FIRSATI RUZGAR YAPI'DAN,Beylikdüzü, Yakuplu Mahallesi,Konut,1+1,2,5,3. Kat,85,1,1,0,KombiDoğalgaz,132000
864,ESENYURT GEZGEN İNŞAAT'TAN OTURUMA HAZIR SATILIK 2+1 DAİRE,Esenyurt, Güzelyurt Mahallesi,Konut,2+1,0,6,3. Kat,110,1,2,0,KombiDoğalgaz,363000
865, AVCILAR CİHANGİR BU AYIN KELEPİR 2+1SIFIR DAİRESİ RÜZGAR YAPIDA,Avcılar, Cihangir Mahallesi,Konut,2+1,1,5,Yüksek Giriş,110,1,1,0,KombiDoğalgaz,169000
866,Sahibinden  Mimaroba Merkezde Eşyalı Satılık Dublex Daire,Büyükçekmece, Mimaroba Mahallesi,Konut,3+1,11-20,3,Çatı Dubleks,160,2,2,1,KombiDoğalgaz,1200000
867, AVCILAR M.KEMAL PAŞA 'DA 2+1 FERAH DAIRE RUZGAR YAPI'DAN !!,Avcılar, Mustafa Kemal Paşa Mahallesi,Konut,2+1,1,5,4. Kat,110,1,1,0,KombiDoğalgaz,173000
868, TUZLA YAYLA MAHALLESİNDE  MERKEZDE GÜNEY CEPHE 2+1 FIRSAT DAİRE,Tuzla, Yayla Mahallesi,Konut,2+1,0,7,4. Kat,95,1,1,1,Merkezi(PayÖlçer),750000
869, SAADETDERE MARİN İNŞAAT'TAN METROBÜSE YAKIN 2+1 DAİRE FIRSATI!!!,Esenyurt, Saadetdere Mahallesi,Konut,2+1,0,4,2. Kat,115,2,1,0,KombiDoğalgaz,190000
870, BEYLİKDÜZÜ CUMHURİYET MAH 3+1 ASANSÖRLÜ LUX DAİRE RÜZGAR YAPI'DA,Beylikdüzü, Cumhuriyet Mahallesi,Konut,3+1,1,5,4. Kat,130,2,2,0,KombiDoğalgaz,280000
871, Büyükçekmece Atatürk Mah Deniz Manzaralı Satılık 3+2 Dubleks,Büyükçekmece, Atatürk Mahallesi,Konut,3+2,2,4,4. Kat,200,2,2,0,KombiDoğalgaz,1450000
872, MEHTERÇEŞME MARİN İNŞAAT'TA YENİ EV'LENİCEK ÇİFTLERE ÖZEL DAİRE!,Esenyurt, Mehterçeşme Mahallesi,Konut,2+1,0,5,3. Kat,110,2,1,0,KombiDoğalgaz,199000
873, MARİN İNŞAAT'TAN BU AY'A ÖZEL ŞOOK KELEPİR 2+1 DAİRESİ SİZLERLE!,Esenyurt, Cumhuriyet Mahallesi,Konut,2+1,0,4,Bahçe Katı,100,2,1,0,KombiDoğalgaz,135000
874, BARIŞ'TAN FIRSAT...!!! GÖL MANZARALI DUBLEKS DAİRE/KREDİYE UYGUN,Küçükçekmece, Cumhuriyet Mahallesi,Konut,4+1,5-10,4,Çatı Dubleks,170,2,2,0,KombiDoğalgaz,730000
875,Arnavutköy Anadolu Mah.Merkez Konumda 2+1 Asansörlü Lüks Daire,Arnavutköy, Anadolu Mahallesi,Konut,2+1,0,4,1. Kat,90,1,1,0,KombiDoğalgaz,500000
876,Krediye Uygun Asansörlü 4+1 Lüks 160 M2 Manzaralı Dübleks Daire,Arnavutköy, Anadolu Mahallesi,Konut,4+1,0,4,4. Kat,160,2,1,0,KombiDoğalgaz,550000
877,Arnavutköy Anadolu Mah.Merkez Konumda 2+1 Asansörlü Lüks Daire,Arnavutköy, Anadolu Mahallesi,Konut,2+1,0,4,1. Kat,90,1,1,0,KombiDoğalgaz,500000
878,"NEF 11 RESİDENCE TA 3.000 TL KİRACILI, HAVUZ CEPHE, SATILIK 1+1",Kağıthane, Merkez Mahallesi,Konut,1+1,5-10,14,11. Kat,65,1,1,0,Merkezi(PayÖlçer),750000
879,THE'dan EYÜP DÜĞMECİLER MAH.'DE SATILIK 2+1 MANZARALI DAİRE,Eyüpsultan, Düğmeciler Mahallesi,Konut,2+1,5-10,10,6. Kat,90,2,1,0,KombiDoğalgaz,720000
880,THE GM DEN SURYAPI CORRİDOR DA SATILIK 1+1 83 m2 DAİRE GÜNEŞLİ,Bağcılar, Bağlar Mahallesi,Konut,1+1,5-10,14,5. Kat,83,1,1,0,Merkezi(PayÖlçer),650000
881, ESENYURT GAZİLER PARKINA CEPHE 3+1 SATILIK ARAKAT FIRSAT DAİRE,Esenyurt, Mehterçeşme Mahallesi,Konut,3+1,5-10,5,2. Kat,140,1,1,0,KombiDoğalgaz,445000
882,Yaşamkentte yüzme havuzlu güvenlikli site 110m2 yüksek giriş 2+1,Maltepe, Altayçeşme Mahallesi,Konut,2+1,20,9,Yüksek Giriş,110,1,1,0,KombiDoğalgaz,670000
883,BEYLİKDÜZÜ'NÜN EN NEZİH SEMTİNDE SİTE İÇİ 4+2 SATILIK DAİRE!,Beylikdüzü, Marmara Mahallesi,Konut,4+1,2,9,7. Kat,240,2,1,0,KombiDoğalgaz,1590000
884,maltepe satılık daire adatepe sahilde kombili 1+1 otoparklı,Maltepe, Feyzullah Mahallesi,Konut,1+1,20,4,Düz Giriş,55,1,1,0,KombiDoğalgaz,258000
885,SAMANDIRA'DA KREDİYE UYGUN KÖŞE BALKONLU 3+1 SIFIR LÜKS DAİRE,Sancaktepe, Osmangazi Mahallesi,Konut,3+1,0,4,2. Kat,120,1,1,0,KombiDoğalgaz,478000
886,ROYALMAX'DAN FRSAT ANA CADDE ÜZERİ ULAŞIM KOLAY 4+2 185 m DAİRE,Sultangazi, Yunus Emre Mahallesi,Konut,4+2,0,5,5. Kat,185,2,1,0,KombiDoğalgaz,975000
887,ROYALMAX'DAN FRSAT ANA CADDE ÜZERİ ULAŞIM KOLAY 2+1 100 m DAİRE,Gaziosmanpaşa, Yeni Mahalle Mahallesi,Konut,2+1,0,5,2. Kat,100,1,1,0,KombiDoğalgaz,675000
888,ETİLER SARIKONAKLARDA 220 M2 4+1 ARAKAT BAKIMLI FERAH ARAKAT,Beşiktaş, Etiler Mahallesi,Konut,4+1,11-20,5,2. Kat,220,2,1,0,Klimalı,10985000
889,MİMAR EMLAK'TAN MEHMET AKİFTE AZ KATLI 2+1 4.KAT,Küçükçekmece, Mehmet Akif Mahallesi,Konut,2+1,11-20,6,4. Kat,90,1,1,0,KombiDoğalgaz,236000
890, Pendik Yenişehir Çağdaşkent Sitesi İçi Özel 3+1 Satılık Daire,Pendik, Yenişehir Mahallesi,Konut,3+1,20,8,7. Kat,112,2,2,1,KombiDoğalgaz,550000
891,Sahibinden  SAHİBİNDEN SEYRAN ŞEHİR PROJESİNDE 1.290.000 TLYE 2+1,Başakşehir, Kayabaşı Mahallesi,Konut,2+1,4,12,3. Kat,145,2,2,1,Merkezi(PayÖlçer),1290000
892,DORELİFE SİTESİ SATILIK ARKA CEPHE 6.KAT 3+1 DAİRE HALİL GÜLER,Sancaktepe, Emek Mahallesi,Konut,3+1,5-10,8,6. Kat,168,2,1,0,Merkezi(PayÖlçer),1025000
893,NOFT YAPI'DAN SATILIK ADNAN KAHVECİ'DE SİTE İÇİ 2+1 150 M² DAİRE ,Beylikdüzü, Adnan Kahveci Mahallesi,Konut,2+1,4,20,14. Kat,150,1,1,0,KombiDoğalgaz,1039000
894,"WEAL WORLD' den Basınsitesi'nde, Yeni Bina, Arakat, Lüks Daire ..",Bahçelievler, Soğanlı Mahallesi,Konut,3+1,5-10,5,3. Kat,130,1,1,0,KombiDoğalgaz,850000
895,ARAKAT 3+1 130 M2 DEKORLU İÇİ SIFIRLANMIS KREDIYE UYGUN ARAKAT,Esenyurt, Çınar Mahallesi,Konut,3+1,0,6,3. Kat,130,1,1,0,KombiDoğalgaz,390000
896,HİLAL EMLAK TAN 3+1 DAİRE 850.000 TL,Ümraniye, İstiklal Mahallesi,Konut,3+1,5-10,10,8. Kat,125,1,1,0,KombiDoğalgaz,850000
897, ESENYURT TALATPAŞA MH. 2+1 120M² 3. KAT DAİRE ,Esenyurt, Talatpaşa Mahallesi,Konut,2+1,5-10,6,3. Kat,130,1,1,0,KombiDoğalgaz,348000
898, ESENYURT YUNUS EMRE MAH'DE MASRAFSIZ 2+1 SATILIK DAİRE,Esenyurt, Yunus Emre Mahallesi,Konut,2+1,0,5,Yüksek Giriş,100,1,1,0,KombiDoğalgaz,260000
899,AVANGART İSTANBUL 2+1 SATILIK DAİRE VADİSTANBUL YANI  CEPHE BOŞ,Sarıyer, Ayazağa Mahallesi,Konut,2+1,0,15,12. Kat,102,1,1,0,Merkezi(PayÖlçer),1600000
900, FATİH EMLAK TAN KREDİYE UYGUN 3 KAT 2+1 ASANSÖRLÜ ,Bahçelievler, Zafer Mahallesi,Konut,2+1,5-10,4,3. Kat,95,1,1,0,KombiDoğalgaz,520000
901, AKBAYIRLAR'DAN CUMHURİYET'TE METROYA YAKIN MERKEZİ KONUMDA 3+1,Kartal, Cumhuriyet Mahallesi,Konut,3+1,0,5,2. Kat,115,1,1,0,KombiDoğalgaz,650000
902,BROTHERS'TAN NEF 11 RESİDENCE TA YATIRIMLIK 1+1,Kağıthane, Merkez Mahallesi,Konut,1+1,5-10,14,10. Kat,65,1,1,0,Merkezi(PayÖlçer),700000
903,BROTHERS'TAN NEF 98 PROJESİNDE YÜKSEK KAT YATIRIMLIK 1+1,Kağıthane, Gültepe Mahallesi,Konut,1+1,4,14,11. Kat,41,1,1,0,Merkezi(PayÖlçer),390000
904, Metro Metrobüs E-5 Yakınında 3.Kat 2+1 Asansörlü Köşe Daire,Bahçelievler, Şirinevler Mahallesi,Konut,2+1,20,5,3. Kat,85,1,1,0,KombiDoğalgaz,425000
905, FATİH EMLAK TAN KREDİYE UYGUN 3+1 ASANSÖRLÜ DAİRE ,Bahçelievler, Zafer Mahallesi,Konut,3+1,5-10,4,3. Kat,125,1,1,0,KombiDoğalgaz,625000
906, BEYLİKDÜZÜ'NDE GÜVENLİKLİ SİTE İÇERİSİNDE SATILIK LÜX DAİRE  ,Beylikdüzü, Yakuplu Mahallesi,Konut,3+1,0,7,4. Kat,130,1,1,0,KombiDoğalgaz,238000
907, Beylikdüzü Adnan Kahveci mah 3+1 satılık daire,Beylikdüzü, Adnan Kahveci Mahallesi,Konut,3+1,20,11,5. Kat,150,1,1,0,KombiDoğalgaz,700000
908,ŞEHİR MERKEZİNİN TAM ORTASINDA SATILIK RESIDENCE,Kağıthane, Sultan Selim Mahallesi,Konut,2+1,0,14,2. Kat,80,1,1,0,KombiDoğalgaz,990000
909, İNÖNÜ MAHALLESİ'NDE SATILIK 2+1 110 M2 NORMAL KAT DAİRE,Küçükçekmece, İnönü Mahallesi,Konut,2+1,20,4,2. Kat,110,1,1,0,KombiDoğalgaz,280000
910, SARIYER MASLAK ECLİPSE LÜKS 4+1 SATILIK DAİRE,Sarıyer, Maslak Mahallesi,Konut,4+1,5-10,30,18. Kat,220,2,1,0,Merkezi(PayÖlçer),6300000
911,GÜZELTEPEDE 4+1 SIFIR DUBLEX,Eyüpsultan, Güzeltepe Mahallesi,Konut,4+1,0,4,4. Kat,130,2,1,0,KombiDoğalgaz,665000
912, BEYLİKDÜZÜNDE MERKEZİ KONUMDA ARAKAT 2+1 DAİRE FIRSATI!!!,Beylikdüzü, Kavaklı Mahallesi,Konut,2+1,4,5,2. Kat,95,1,1,0,DoğalgazSobalı,530000
913, MERKEZİ LOKASYONDA GENİŞ KULLANIM ALANINA SAHİP 2+1 DAİRE,Esenyurt, İncirtepe Mahallesi,Konut,2+1,4,4,1. Kat,100,1,1,0,KombiDoğalgaz,280000
914,NOFT YAPI'DAN SATILIK HAVUZLU BALKONLU 2+1 110 M² SİTE İÇİ DAİRE,Esenyurt, Piri Reis Mahallesi,Konut,2+1,3,18,7. Kat,110,1,1,0,KombiDoğalgaz,649000
915,ZEYMAK YAPI'DAN 4+2 İKİ AİLEYE UYGUN DUBLEKS,Sancaktepe, Osmangazi Mahallesi,Konut,4+2,5-10,4,Düz Giriş,160,2,1,0,KombiDoğalgaz,385000
916,EVİMDEN ÇARŞIYA YAKIN SİTE ÖZELLİKLİ BİNADA KULLANIŞLI DAİRE,Kartal, Karlıktepe Mahallesi,Konut,3+1,11-20,8,Yüksek Giriş,125,1,1,0,KombiDoğalgaz,520000
917,HAMİDİYE MAHALLESİNDE 3+1 ARAKAT DAİRE GENİŞ DAİRE,Çekmeköy, Hamidiye Mahallesi,Konut,3+1,11-20,5,2. Kat,135,1,1,0,KombiDoğalgaz,525000
918,ABDURRAHMANGAZİ MH DE TEK DAİRE ÜZERİ 5+1  BAHÇE DUBLEKS A KALİTE,Sancaktepe, Abdurrahmangazi Mahallesi,Konut,5+1,0,4,Bahçe Dublex,220,1,1,0,KombiDoğalgaz,430000
919, KOCAMUSTAFAPAŞA DA 4 YILLIK BİNADA SATILIK BAHÇE KATI DAİRE,Fatih, Silivrikapı Mahallesi,Konut,1+1,4,3,Bahçe Katı,69,1,1,0,KombiDoğalgaz,300000
920, KOCAMUSTAFAPAŞA DA SATILIK 1+1 AMERİKAN MUTFAKLI DAİRE,Fatih, Seyyid Ömer Mahallesi,Konut,1+1,20,3,Yüksek Giriş,60,1,1,0,KombiDoğalgaz,315000
921, ÜMRANİYE ELMALIKENT MAH SİTE İÇİNDE SATILIK DAİRE,Ümraniye, Elmalıkent Mahallesi,Konut,1+1,0,14,Düz Giriş,55,1,1,0,Merkezi(PayÖlçer),425000
922, FINDIKZADE MERKEZDE SATILIK 3+1 GENİŞ BALKONLU DAİRE,Fatih, Haseki Sultan Mahallesi,Konut,3+1,20,4,2. Kat,140,1,2,0,KombiDoğalgaz,950000
923,  YAYLA ÇAMLIK CAD. ÜST KISMINDA 2+1 115 m2 LÜX TERS DUBLEX,Bahçelievler, Siyavuşpaşa Mahallesi,Konut,2+1,20,5,Yüksek Giriş,125,1,2,0,KombiDoğalgaz,410000
924,DUMLU PINAR MAH 2+2 ÇATI PİYESLİ DUBLEKS DAİRE,Pendik, Dumlupınar Mahallesi,Konut,2+2,1,4,4. Kat,200,2,1,0,KombiDoğalgaz,950000
925,Sadetdere'de 3+1 yeni binada çok özel dekorlu acil satılık daire,Esenyurt, Saadetdere Mahallesi,Konut,3+1,4,4,2. Kat,135,1,1,0,KombiDoğalgaz,550000
926,Asia dan Yakacık Hürriyet Mahallesinde Satılık 2+1 Site İçi,Kartal, Hürriyet Mahallesi,Konut,2+1,11-20,4,2. Kat,110,1,2,0,KombiDoğalgaz,450000
927,halkalı Atakent Avrupa konutlar 1de satılık 3 +1 ,Küçükçekmece, Atakent Mahallesi,Konut,3+1,11-20,13,1. Kat,126,2,2,0,Merkezi(PayÖlçer),1920000
928,BOSTANCI ALİNİHATTARLANDA 3 YILLIK BİNA SATILIK 3+1DAİRE,Kadıköy, Bostancı Mahallesi,Konut,3+1,3,11,4. Kat,115,2,1,0,Merkezi(PayÖlçer),1875000
929,DERİNİSTTEN ULUS PLATİN SİTESİ SATILIK 2+1 DAİRE YENİLENMİŞ,Beşiktaş, Ulus Mahallesi,Konut,2+1,20,4,1. Kat,140,2,1,0,MerkeziDoğalgaz,9000000
930,TUZLA FİYAKA 3 FIRSAT 1+1,Tuzla, Mescit Mahallesi,Konut,1+1,5-10,5,3. Kat,60,1,1,1,Merkezi(PayÖlçer),250000
931, İNÖNÜDE ŞAHANE KONUMDA SİTEDE LÜKS İSKANLI ,Ataşehir, İnönü Mahallesi,Konut,2+1,2,6,Düz Giriş,80,1,1,0,KombiDoğalgaz,530000
932, SANCAKTEPE MECLİS MAHALLESİNDE 1+1 SATILIK DAİRE,Sancaktepe, Meclis Mahallesi,Konut,1+1,4,4,1. Kat,70,1,1,0,KombiDoğalgaz,345000
933, Sahibinden satılık depreme dayanıklı daire,Eyüpsultan, Yeşilpınar Mahallesi,Konut,3+1,11-20,5,2. Kat,104,1,2,0,KombiDoğalgaz,615000
934, KEMERBURGAZ  MERKEZDE YENİ  BAHÇE KULLANIMLI 2+1,Eyüpsultan, Mithatpaşa Mahallesi,Konut,2+1,0,4,Bahçe Katı,105,2,2,0,KombiDoğalgaz,850000
935,DERYADİLDE Y.GİRİŞ KÖŞE FERAH 2+1 TEMİZ KİRACILI DAİRE,Beşiktaş, Muradiye Mahallesi,Konut,2+1,20,5,Yüksek Giriş,70,1,1,0,KombiDoğalgaz,650000
936, EMLAK WORKS'DEN ESENYURT TERRACE MİX'DE SATILIK DAİRE,Esenyurt, Zafer Mahallesi,Konut,1 Oda,5-10,14,1. Kat,42,1,1,1,Merkezi(PayÖlçer),280000
937,SİLİVRİ SAYALAR KÖYÜNDE SATILIK  300M ARSA İÇİN  28 M AHŞAPTAN EV,Silivri, Sayalar Mahallesi,Konut,1+1,11-20,1,Düz Giriş,300,1,1,0,Sobalı,165000
938,YORUM İSTANBUL ŞOK FİYAT ACİL FIRSAT SATILIK 1+1 DAİRE,Bayrampaşa, Kocatepe Mahallesi,Konut,1+1,5-10,18,6. Kat,68,1,1,0,Merkezi(PayÖlçer),780000
939,Denizköşklerde 2+1 sıfır arakat asansörlü süper lüx daire,Avcılar, Denizköşkler Mahallesi,Konut,2+1,1,4,1. Kat,85,1,1,0,KombiDoğalgaz,550000
940, YEDİKULE MERKEZDE SATILIK YARI BODRUM DAİRE,Fatih, Yedikule Mahallesi,Konut,2+1,20,4,Yarı Bodrum,70,1,1,0,KombiDoğalgaz,325000
941,ÜMRANİYE ARMAĞAN EVLERDE 2+1 SATILIK DAİRE,Ümraniye, Armağanevler Mahallesi,Konut,2+1,11-20,5,Yüksek Giriş,85,1,1,0,KombiDoğalgaz,520000
942,EYÜP ALİBEYKÖYDE ÖĞRENCİ YE YABANCIYA UYGUN,Eyüpsultan, Emniyettepe Mahallesi,Konut,2+1,4,4,Düz Giriş,90,2,1,0,KombiDoğalgaz,398000
943,METROYA YAKIN 3+1 ARAKAT DAİRE,Çekmeköy, Çamlık Mahallesi,Konut,3+1,11-20,5,2. Kat,125,1,1,0,KombiDoğalgaz,630000
944,METROYA YAKIN ARAKAT 2+1 DAİRE,Çekmeköy, Mehmet Akif Mahallesi,Konut,2+1,5-10,5,2. Kat,95,1,1,0,KombiDoğalgaz,625000
945, B.ÇEKMECE GÖLŞEHİREVLERİNDE FULL YAPILI 3+1 SATLIK DAİRE,Büyükçekmece, Çakmaklı Mahallesi,Konut,3+1,11-20,12,4. Kat,138,1,2,1,KombiDoğalgaz,600000
946,ROTA GAYRİMENKUL DEN ÇAĞLAYAN DA SATILIK (3+1) LÜKS DAİRE,Kağıthane, Çağlayan Mahallesi,Konut,3+1,3,4,3. Kat,125,1,1,0,KombiDoğalgaz,668000
947,Nef08 Flat da satılık dalire,Kağıthane, Çağlayan Mahallesi,Konut,2+1,4,15,1. Kat,120,1,1,1,KombiDoğalgaz,635000
948, beylikdüzü KLASDAN büyükşehirde satılık daire,Beylikdüzü, Büyükşehir Mahallesi,Konut,3+1,20,14,6. Kat,165,1,2,0,KombiDoğalgaz,765000
949,GÜZELTEPEDE 0 BİNADA YÜKSEK GİRİŞ,Eyüpsultan, Güzeltepe Mahallesi,Konut,2+1,0,4,Yüksek Giriş,60,1,1,0,KombiDoğalgaz,350000
950,VENEZİA MEGA SATILIK 1+1 KARE FERAH DAİRE,Gaziosmanpaşa, Karadeniz Mahallesi,Konut,1+1,4,24,10. Kat,90,1,1,0,Merkezi(PayÖlçer),860000
951,3517 KADIKÖY CAFERAĞADA SATILIK BOŞ DAİRE,Kadıköy, Caferağa Mahallesi,Konut,3+1,20,6,3. Kat,68,1,1,0,KombiDoğalgaz,45000
952,Evimden Çavuşoğlu merkezde ara katta lüks daire,Kartal, Çavuşoğlu Mahallesi,Konut,3+1,4,5,3. Kat,120,1,1,0,KombiDoğalgaz,825000
953,VATANDAŞLIK UYGUN YORUM İSTANBUL EVLERİ FIRSAT SATILIK 2+1 DAİRE,Bayrampaşa, Kocatepe Mahallesi,Konut,2+1,5-10,9,8. Kat,118,2,1,0,Merkezi(PayÖlçer),1555000
954, Mahmut Şevket Paşa Mah. Satılık 2+1 80m2 3.kat Okmeydanı / Şişli,Şişli, Mahmut Şevket Paşa Mahallesi,Konut,2+1,20,6,3. Kat,85,1,1,0,KombiDoğalgaz,270000
955,Baran inşaat gayrimenkul güvencesiyle,Başakşehir, Güvercintepe Mahallesi,Konut,2+1,4,4,1. Kat,100,1,1,0,KombiDoğalgaz,500000
956,3462 - KADIKÖY SUADİYEDE SATILIK BOŞ DAİRE,Kadıköy, Suadiye Mahallesi,Konut,2+1,5-10,10,2. Kat,64,1,1,0,KombiDoğalgaz,45000
957,KADIKÖY RASİMPAŞADA MÜSTAKİL TEK KATLI BAHÇELİ,Kadıköy, Rasimpaşa Mahallesi,Konut,2+1,20,1,Düz Giriş,71,1,1,0,DoğalgazSobalı,600000
958, SUADİYE AYŞE ÇAVUŞ'DA 2022 BAŞINDA TESLİM SATILIK 3+1 DAİRE,Kadıköy, Suadiye Mahallesi,Konut,3+1,0,12,11. Kat,120,2,1,0,KombiDoğalgaz,2700000
959,Firuzköy de Sahibinden Satılık Daire,Avcılar, Firuzköy Mahallesi,Konut,2+1,5-10,5,5. Kat,135,1,1,0,KombiDoğalgaz,350000
960,ÇEBU GAYRIMENKUL MEYDAN KONUMLU YÜKSEK GİRİŞ ,Başakşehir, Güvercintepe Mahallesi,Konut,2+1,2,4,Yüksek Giriş,80,1,1,0,KombiDoğalgaz,370000
961,3490 KADIKÖY BOSTANCIDA SATILIK BOŞ DAİRE,Kadıköy, Bostancı Mahallesi,Konut,3+1,20,6,3. Kat,108,1,1,0,MerkeziDoğalgaz,45000
962,Evimden sahilde ara Kat 2 + 1 daire,Kartal, Kordonboyu Mahallesi,Konut,2+1,0,9,2. Kat,80,1,1,0,KombiDoğalgaz,890000
963,KURTULUŞTA  FIRSAT YATIRIMLIK DAİRE ,Şişli, Yayla Mahallesi,Konut,1+1,5-10,7,Kot 2 (-2). Kat,70,1,1,0,KombiDoğalgaz,175000
964,BEYLİKDÜZÜ MERKEZİ KONUMDA SİTE İÇİNDE 3+1,Beylikdüzü, Barış Mahallesi,Konut,3+1,11-20,14,8. Kat,145,1,1,0,KombiDoğalgaz,750000
965,ORSAN  KOMSU  YATIRIMLIK DAIRE,Sancaktepe, Osmangazi Mahallesi,Konut,1+1,11-20,1225,Düz Giriş,80,1,1,0,KombiDoğalgaz,178000
966, Üsküdar B.Çamlıca Ferahda 3+1 Satılık 140M Dubleks Daire No345,Üsküdar, Ferah Mahallesi,Konut,3+1,5-10,4,3. Kat,140,1,1,0,KombiDoğalgaz,810000
967,BİGA DAN SATILIK 4+1 DUBLEKS DAİRE,Sancaktepe, Fatih Mahallesi,Konut,4+1,2,3,Yüksek Giriş,140,1,1,0,KombiDoğalgaz,260000
968, Pendik Çamçeşme Merkez de Satılık Dogalgaz Kombili Daire 140m,Pendik, Çamçeşme Mahallesi,Konut,3+1,20,5,4. Kat,145,1,1,0,KombiDoğalgaz,340000
969,ÖZGÜR İNŞAAT'TAN SULTANÇİFTLİĞİ MAH TRAMVAY DİBİ ORTA KAT DAİRE,Sultangazi, Sultançiftliği Mahallesi,Konut,2+1,5-10,5,2. Kat,90,1,1,0,KombiDoğalgaz,435000
970,ÖZGÜR İNŞAAT'TAN CADDEYE YAKIN SIFIR BALKONLU YÜKSEK GİRİŞ DAİRE,Sultangazi, İsmetpaşa Mahallesi,Konut,2+1,0,5,Yüksek Giriş,95,1,1,0,KombiDoğalgaz,415000
971, ESENYURT TALATPAŞA MAHALLESİ GENİŞ KULLANIMLI SATILIK 3+1 DAİRE,Esenyurt, Talatpaşa Mahallesi,Konut,3+1,0,5,3. Kat,130,1,1,0,KombiDoğalgaz,440000
972,EMİR YAPI'DAN YENİ İNŞAATIMIZDA METROBÜSE YAKIN 2+1 DAİRELER !!!,Esenyurt, Turgut Özal Mahallesi,Konut,2+1,0,5,2. Kat,90,1,1,0,KombiDoğalgaz,340000
973, ESENYURT DEVLET HASTENESİNE YAKIN 2+1 GÖRSELLİ SATILIK 2+1 DAİRE,Esenyurt, Pınar Mahallesi,Konut,2+1,0,5,Bahçe Katı,110,1,1,0,KombiDoğalgaz,210000
974, SATILIK DAİRE PENDİK ESENYALI MAHALLESİ  280.000 TL,Pendik, Esenyalı Mahallesi,Konut,3+1,11-20,4,Yüksek Giriş,115,1,1,0,KombiDoğalgaz,280000
975, BEYLİKDÜZÜ MERKEZİ KONUMDA KONFORLU SATILIK 3+2 DUBLEKS DAİRE !,Beylikdüzü, Kavaklı Mahallesi,Konut,3+2,3,4,3. Kat,175,2,1,0,KombiDoğalgaz,880000
976,"İstanbul House'dan,Bahçelievler Yayla 'da 2+1 120 M2,Geniş Daire",Bahçelievler, Siyavuşpaşa Mahallesi,Konut,2+1,20,5,4. Kat,120,1,2,0,KombiDoğalgaz,720000
977,PENDİK ESENYALI SATILIK 3+1 150M2 MERKEZİ TEK DAİRELİ DAİRE ,Pendik, Orhangazi Mahallesi,Konut,3+1,11-20,5,5. Kat,150,1,2,0,KombiDoğalgaz,350000
978, MARİN İNŞAAT BEYLİKDÜZÜ'NDEKİ DAİRESİNİ DİP FİYATLA SATIŞA SUNDU,Beylikdüzü, Kavaklı Mahallesi,Konut,3+1,1,6,3. Kat,130,2,1,0,KombiDoğalgaz,335000
979, Gaziosmanpaşa'da Satılık 2+1 Uygun Fiyata Daire,Gaziosmanpaşa, Merkez Mahallesi,Konut,2+1,5-10,5,Bahçe Katı,80,1,1,0,MerkeziDoğalgaz,260000
980, Dikilitaş Merkezde 1+1 Kombili Bahçe Nizamlı Yatırım İçin Uygun!,Beşiktaş, Dikilitaş Mahallesi,Konut,1+1,20,4,Yüksek Giriş,60,1,1,0,KombiDoğalgaz,650000
981, Silivri Yenimahalle de Krediye Uygun 125m² 3+1 Satılık Daire,Silivri, Yeni Mahallesi,Konut,3+1,20,6,3. Kat,135,1,1,0,KombiDoğalgaz,365000
982,AĞAOĞLU MASLAK 1453 DE MUHTEŞEM SATILIK DAİRE BOŞ 1+1,Sarıyer, Maslak Mahallesi,Konut,1+1,5-10,42,20. Kat,85,1,1,0,MerkeziDoğalgaz,1750000
983,MASLAK 1453 SİTESİNDE  MUHTEŞEM SATILIK  DAİRE BOŞ,Sarıyer, Maslak Mahallesi,Konut,Stüdyo,5-10,32,10. Kat,55,1,1,0,KombiDoğalgaz,1200000
984, PENDİK ESENYALI SATILIK 3+1 150M2 MERKEZİ TEK DAİRELİ DAİRE  ,Pendik, Orhangazi Mahallesi,Konut,3+1,11-20,5,3. Kat,150,1,2,0,KombiDoğalgaz,325000
985, AKEVLER'DE METROBÜSE YAKIN SİTE İÇERİSİNDE SATILIK DAİRE,Esenyurt, Akevler Mahallesi,Konut,2+1,3,18,14. Kat,110,1,1,1,KombiDoğalgaz,530000
